LFQ.intensity.H1	LFQ.intensity.H2	LFQ.intensity.H3	LFQ.intensity.L1	LFQ.intensity.L2	LFQ.intensity.L3	Only.identified.by.site	Reverse	Potential.contaminant	Peptides	Razor...unique.peptides	Unique.peptides	Sequence.coverage....	Unique...razor.sequence.coverage....	Unique.sequence.coverage....	Mol..weight..kDa.	PEP	Intensity	H_vs_L_logFC	H_vs_L_AveExpr	H_vs_L_t	H_vs_L_P.Value	H_vs_L_adj.P.Val	H_vs_L_B	H_vs_L_-log(P.Value)	H_vs_L_-log(adj.P.Val)	Protein.IDs	Majority.protein.IDs	Protein.names	Gene.names	id	H_vs_L_Valid	H_vs_L_Significant
30.84988976	30.55287933	30.77801132	31.81846428	31.90140724	31.88238907				17	17	17	40.8	40.8	40.8	42.674	3.02E-88	11837000000	1.140493393	31.2971735	12.47257014	1.00E-06	3.08E-05	6.333608952	5.997857451	4.511575716	P35659;B4DFG0;P35659-2;D6RDA2;D6R9L5;H0Y8X0;H0Y993	P35659;B4DFG0;P35659-2;D6RDA2	Protein DEK	DEK	3769	+	+
29.60434151	29.6441803	29.56256866	30.66892433	30.69921684	30.84346962				6	6	6	39.6	39.6	39.6	18.756	1.52E-40	3461100000	1.133506775	30.17045021	13.6399393	4.88E-07	3.08E-05	7.060402441	6.311417418	4.511575716	G3V203;Q07020;F8VWC5;H0YHA7;F8VUA6;F8VYV2;E7EW92;F8VXR6	G3V203;Q07020;F8VWC5;H0YHA7;F8VUA6;F8VYV2;E7EW92	60S ribosomal protein L18	RPL18	1356	+	+
32.09367371	32.11961365	32.3481369	33.24993134	33.33849335	33.30120468				12	12	9	63.3	63.3	46.4	18.502	2.84E-91	17438000000	1.109401703	32.74184227	13.51171514	5.27E-07	3.08E-05	6.983965729	6.278205471	4.511575716	P23528;G3V1A4;E9PK25;E9PP50;E9PQB7;E9PLJ3;E9PS23	P23528;G3V1A4;E9PK25;E9PP50;E9PQB7;E9PLJ3;E9PS23	Cofilin-1	CFL1	3421	+	+
32.34356689	32.43789673	32.36414719	33.52672958	33.51464081	33.42642212				27	27	24	81.3	81.3	72	39.42	1.63E-181	29688000000	1.107393901	32.93556722	17.32606044	6.92E-08	3.08E-05	8.960009505	7.159690508	4.511575716	P04075;H3BQN4;H3BPS8;H3BUH7;H3BR04;H3BMQ8;H3BU78;H3BR68	P04075;H3BQN4;H3BPS8	Fructose-bisphosphate aldolase A;Fructose-bisphosphate aldolase	ALDOA	2075	+	+
32.69856644	32.52297211	32.5012207	33.69774628	33.60092926	33.73165512				15	15	15	81.5	81.5	81.5	26.669	1.89E-185	33371000000	1.102523804	33.12551498	14.60098603	2.81E-07	3.08E-05	7.608824468	6.551532588	4.511575716	P60174-1;P60174;B7Z5D8	P60174-1;P60174;B7Z5D8	Triosephosphate isomerase	TPI1	4225	+	+
30.89141464	30.74954987	30.77358627	31.99100113	31.82242203	31.86836433				30	29	27	51.1	49.4	48	73.243	3.78E-201	9848400000	1.089078903	31.34938971	13.67882639	4.77E-07	3.08E-05	7.083426202	6.321432898	4.511575716	O00571;O00571-2;B4DXX7;O15523;B4DLU5;B4E132;C9J081;C9J8G5;B4E3C4;D6RCM4;B4DLA0;H0Y960	O00571;O00571-2;B4DXX7;O15523;B4DLU5	ATP-dependent RNA helicase DDX3X;ATP-dependent RNA helicase DDX3Y	DDX3X;DDX3Y	1666	+	+
30.98547935	31.07492447	30.93401337	32.01135635	32.06735992	32.13258743				82	82	69	47.6	47.6	39.6	226.53	0	11866000000	1.072295507	31.53428682	14.48825267	2.99E-07	3.08E-05	7.546644693	6.524138804	4.511575716	P35579;P35579-2;H0Y3P4;Q5BKV1;Q3MIV8;P35749-3;P35749;P35749-2;B1PS43;B1AH99;E7ERA5;B4DFX9;A7E2Y1	P35579;P35579-2	Myosin-9	MYH9	3766	+	+
31.99100113	32.02236557	32.12839127	33.09896469	33.06879807	33.14534378				42	28	23	63	44.1	38.5	84.659	0	26293000000	1.057116191	32.57581075	15.79947241	1.48E-07	3.08E-05	8.237301206	6.831136008	4.511575716	P07900;P07900-2;Q86U12;G3V2J8;Q14568	P07900;P07900-2;Q86U12	Heat shock protein HSP 90-alpha	HSP90AA1	2206	+	+
33.6687088	33.6687088	33.75180054	34.71800232	34.75088882	34.75088882				40	40	40	75.7	75.7	75.7	57.936	0	65196000000	1.04352061	34.21816635	18.92700963	3.34E-08	3.08E-05	9.637293487	7.475917696	4.511575716	P14618;P14618-2;P14618-3;E9PF79;H3BTN5;Q504U3;E7EUJ4;H3BQ34;H3BUW1;H3BTJ2;H3BT25;H3BSU3;H3BU13;H3BN34;H3BQZ3;P30613-2;P30613;E7ESY9	P14618;P14618-2;P14618-3;E9PF79;H3BTN5;Q504U3;E7EUJ4	Pyruvate kinase isozymes M1/M2;Pyruvate kinase	PKM;PKM2	3213	+	+
32.199646	32.31701279	32.14305878	33.26987457	33.26987457	33.19521713				31	31	24	67.9	67.9	52.3	56.782	1.01E-285	26965000000	1.025082906	32.73244731	14.68626317	2.68E-07	3.08E-05	7.655495634	6.572124067	4.511575716	P30101;B3KQT9;G5EA52;F5H119	P30101;B3KQT9;G5EA52;F5H119	Protein disulfide-isomerase A3	PDIA3	3613	+	+
32.15442276	31.97862625	31.93515396	33.02999115	33.02999115	33.04041672				31	31	31	57.5	57.5	57.5	69.842	9.51E-177	21177000000	1.010732015	32.52810033	13.52229231	5.24E-07	3.08E-05	6.990301322	6.280956073	4.511575716	P12956;B1AHC9;B1AHC7;B1AHC8;F5H1I8	P12956;B1AHC9;B1AHC7;B1AHC8;F5H1I8	X-ray repair cross-complementing protein 6	XRCC6	3170	+	+
31.23271179	31.29245567	31.20067787	32.13258743	32.28730774	32.3371582				21	21	21	67.3	67.3	67.3	38.714	1.59E-129	10322000000	1.010402679	31.74714979	12.95240361	7.42E-07	3.08E-05	6.640948375	6.129862821	4.511575716	P04083;Q5T3N1;Q5T3N0	P04083	Annexin A1	ANXA1	2078	+	+
31.55214119	31.435215	31.51433945	32.58664703	32.48480988	32.43789673				30	30	30	43.8	43.8	43.8	97.169	2.89E-303	16342000000	1.002552668	32.00184155	13.83544725	4.35E-07	3.08E-05	7.175423505	6.361506855	4.511575716	Q14974;B7ZAV6;F5H4R7	Q14974;B7ZAV6;F5H4R7	Importin subunit beta-1	KPNB1	4958	+	+
31.17504692	31.21178055	31.16275215	32.16205215	32.18618774	32.20532608				25	25	25	42.1	42.1	42.1	67.567	5.95E-130	12949000000	1.001328786	31.6838576	15.51853276	1.71E-07	3.08E-05	8.095118567	6.767423438	4.511575716	P27824;B4E2T8;F5H856;D6RGY2;E7ETH2;H0Y9Q7;D6RB85;D6RDP7;D6RFL1;D6RAU8;H0Y9H1;D6RAQ8;D6RHJ3;D6RD16	P27824;B4E2T8	Calnexin	CANX	3553	+	+
32.16205215	32.13258743	32.11961365	31.16753387	31.17112541	31.03764534				38	38	38	63.4	63.4	63.4	104.38	0	16545000000	-1.012649536	31.63175964	-14.30398791	3.32E-07	3.08E-05	7.443811169	6.478933359	4.511575716	P33195;P23378	P33195	Glycine dehydrogenase [decarboxylating]	gcvP	3722	+	+
31.32948875	31.28515244	31.37699699	30.28193283	30.25105286	30.41941643				13	13	13	58.7	58.7	58.7	30.955	2.61E-122	10027000000	-1.01307869	30.82400672	-12.81867219	8.06E-07	3.08E-05	6.556539573	6.093526322	4.511575716	P69805	P69805	Mannose permease IID component	manZ	4455	+	+
30.73088455	30.66892433	30.74586868	29.71645927	29.75522804	29.63279724				21	21	21	65.8	65.8	65.8	46.18	2.46E-114	5399100000	-1.013731003	30.20836035	-12.97130076	7.33E-07	3.08E-05	6.652799757	6.134969757	4.511575716	P37095	P37095	Peptidase B	pepB	3801	+	+
32.36800766	32.22365952	32.3794136	31.29245567	31.31908226	31.28515244				12	12	12	32	32	32	58.204	2.38E-87	18221000000	-1.024796804	31.81129519	-14.29174128	3.34E-07	3.08E-05	7.436923251	6.475909766	4.511575716	P0ABJ9	P0ABJ9	Cytochrome d ubiquinol oxidase subunit 1	cydA	2724	+	+
30.31559753	30.26210213	30.41407585	29.24045372	29.30202866	29.33317947				15	15	15	41.4	41.4	41.4	49.32	2.68E-65	4076100000	-1.038704554	29.81123956	-12.42075324	1.04E-06	3.08E-05	6.299664252	5.983327187	4.511575716	P24182	P24182	Biotin carboxylase	accC	3453	+	+
32.22040558	32.23223495	32.06297302	31.12667465	31.13783836	31.11474037				39	39	39	56.7	56.7	56.7	105.06	0	17990000000	-1.045453389	31.64914449	-14.1697265	3.58E-07	3.08E-05	7.367930137	6.445653267	4.511575716	P0AFG3;REV__H0YMN5;REV__Q9ULG1	P0AFG3	2-oxoglutarate dehydrogenase E1 component	sucA	2996	+	+
31.29245567	31.29830742	31.27011108	30.25105286	30.20749474	30.25900841				46	46	45	57.9	57.9	57.2	108.19	1.23E-229	9099400000	-1.047772725	30.7630717	-15.04409338	2.20E-07	3.08E-05	7.847978586	6.657329157	4.511575716	P07118	P07118	Valine--tRNA ligase	valS	2185	+	+
33.83023071	33.97104263	34.12191772	32.92392731	32.9620018	32.85816193				10	10	10	63.5	63.5	63.5	23.1	8.06E-70	40472000000	-1.059700012	33.44454702	-12.88368031	7.74E-07	3.08E-05	6.597689878	6.111232845	4.511575716	P21367	P21367	Uncharacterized protein ycaC	ycaC	3366	+	+
30.74586868	30.87063599	30.69921684	29.67787933	29.69041634	29.73880196				11	11	11	55.4	55.4	55.4	35.706	7.11E-80	6810600000	-1.069541295	30.23713652	-13.16511701	6.50E-07	3.08E-05	6.77327903	6.186959172	4.511575716	P0AAC0	P0AAC0	Universal stress protein E	uspE	2636	+	+
30.4109478	30.42763519	30.35565567	29.2375412	29.4251194	29.26269722				25	25	25	44.1	44.1	44.1	80.488	1.53E-156	5733300000	-1.089626948	29.85326608	-12.57327794	9.42E-07	3.08E-05	6.399153646	6.025941447	4.511575716	P37330	P37330	Malate synthase G	glcB	3815	+	+
30.95763016	31.11474037	31.04957008	29.90528488	29.92622948	30.01129341				24	24	24	64.4	64.4	64.4	47.004	2.57E-201	8581000000	-1.093044281	30.49412473	-13.64111195	4.88E-07	3.08E-05	7.0610978	6.311719824	4.511575716	P0AG30	P0AG30	Transcription termination factor Rho	rho	3043	+	+
31.09514809	30.97939491	31.24735832	29.97050095	30.00885582	30.04442024				11	11	11	39.5	39.5	39.5	27.292	8.27E-54	9197100000	-1.099374771	30.55761305	-12.32971804	1.10E-06	3.08E-05	6.23966201	5.957665919	4.511575716	P0A9Q1;A5PFK0;A5PFJ8	P0A9Q1;A5PFK0	Aerobic respiration control protein ArcA	arcA;arcA2	2599	+	+
31.93515396	31.97018242	31.84255791	30.96436119	30.70570946	30.7609272				42	42	42	67.6	67.6	67.6	76.812	0	15955000000	-1.105632146	31.36314869	-12.48814211	9.95E-07	3.08E-05	6.343780644	6.002213371	4.511575716	P00961	P00961	Glycine--tRNA ligase beta subunit	glyS	2039	+	+
31.67605972	31.81846428	31.60876656	30.56396103	30.59757423	30.62262535				32	32	32	60.4	60.4	60.4	77.166	1.49E-190	12615000000	-1.106376648	31.14790853	-13.90679161	4.17E-07	3.08E-05	7.216945299	6.379622723	4.511575716	P27298	P27298	Oligopeptidase A	prlC	3539	+	+
31.10941887	31.20650482	31.03315735	29.97559547	30.1062603	29.94459724				11	11	11	63.5	63.5	63.5	25.56	4.57E-86	8287900000	-1.107542674	30.56258901	-13.02444013	7.09E-07	3.08E-05	6.68602601	6.149294255	4.511575716	P0AEK2	P0AEK2	3-oxoacyl-[acyl-carrier-protein] reductase FabG	fabG	2922	+	+
30.43892479	30.38734436	30.39048767	29.27733231	29.30528831	29.30202866				17	17	17	54.6	54.6	54.6	36.094	1.40E-132	4807900000	-1.110702515	29.85023435	-14.55991917	2.87E-07	3.08E-05	7.586237301	6.541576366	4.511575716	P0ADE8	P0ADE8	tRNA-modifying protein ygfZ	ygfZ	2839	+	+
31.04434013	30.99858093	31.13067436	29.88928223	29.8562088	30.08045197				10	10	10	52.4	52.4	52.4	27.249	1.14E-94	6200100000	-1.115884145	30.49992307	-12.50685346	9.83E-07	3.08E-05	6.355985127	6.00744095	4.511575716	P39831	P39831	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	ydfG	3913	+	+
31.09922791	31.13783836	31.15485764	29.98874664	29.94459724	30.11070824				25	25	24	52.7	52.7	52.7	65.913	1.21E-144	7489400000	-1.11595726	30.57266267	-14.21523557	3.49E-07	3.08E-05	7.393741645	6.456966502	4.511575716	P21889	P21889	Aspartate--tRNA ligase	aspS	3379	+	+
32.13258743	31.9526062	32.01135635	30.80399513	31.04434013	30.89608002				13	13	13	71.9	71.9	71.9	27.159	7.04E-127	20823000000	-1.117378235	31.47349421	-12.65751582	8.93E-07	3.08E-05	6.453549383	6.049275984	4.511575716	P12758	P12758	Uridine phosphorylase	udp	3167	+	+
30.48235321	30.35565567	30.33527184	29.2327652	29.27733231	29.26132202				23	23	23	48	48	48	77.515	6.76E-208	6854400000	-1.13395373	29.82411671	-13.78230663	4.49E-07	3.08E-05	7.144340151	6.34795713	4.511575716	P24171	P24171	Peptidyl-dipeptidase dcp	dcp	3451	+	+
30.87063599	30.83896065	30.9255352	29.80085945	29.7413578	29.66446495				28	28	28	41.2	41.2	41.2	100.3	2.82E-157	7032300000	-1.142816544	30.30696901	-14.55668725	2.88E-07	3.08E-05	7.584456616	6.540791713	4.511575716	P33602	P33602	NADH-quinone oxidoreductase subunit G	nuoG	3737	+	+
32.41041183	32.44631195	32.48480988	31.22389984	31.20067787	31.48124886				13	13	13	57.6	57.6	57.6	27.864	2.45E-114	27196000000	-1.145235697	31.87456004	-12.87617457	7.78E-07	3.08E-05	6.592950199	6.109192645	4.511575716	P0AEK4	P0AEK4	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI	fabI	2923	+	+
31.15160561	31.21313286	31.29983711	30.20043564	29.93374634	30.09459305				17	17	17	61.4	61.4	61.4	35.241	8.39E-125	8655400000	-1.145266851	30.64889177	-12.40489263	1.05E-06	3.08E-05	6.289244024	5.97886864	4.511575716	P0ABD5	P0ABD5	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha	accA	2707	+	+
31.25229645	31.32948875	31.35371208	30.1062603	30.1952343	30.15626717				40	40	40	50.6	50.6	50.6	99.061	1.82E-169	12792000000	-1.159245173	30.73220984	-15.66085956	1.59E-07	3.08E-05	8.167527884	6.799835138	4.511575716	P00864	P00864	Phosphoenolpyruvate carboxylase	ppc	2021	+	+
30.91832733	30.94046593	30.97568893	29.84775162	29.73880196	29.75876045				14	14	14	78.8	78.8	78.8	24.305	2.39E-124	6889500000	-1.163056056	30.36329937	-15.36677642	1.85E-07	3.08E-05	8.017042805	6.732555453	4.511575716	P0ACA3	P0ACA3	Stringent starvation protein A	sspA	2764	+	+
30.32824898	30.29475403	30.40546989	29.18472672	29.2345829	29.11382103				24	24	23	47.3	47.3	46.1	60.373	2.15E-124	5520800000	-1.165114085	29.76026726	-14.06464919	3.81E-07	3.08E-05	7.3079734	6.419402556	4.511575716	P0A7E5	P0A7E5	CTP synthase	pyrG	2399	+	+
30.61370468	30.47705269	30.64377785	29.54533768	29.31734085	29.36393356				31	31	31	51.6	51.6	51.6	82.416	8.26E-190	7847200000	-1.169307709	29.99352455	-12.31626445	1.11E-06	3.08E-05	6.230754775	5.953859038	4.511575716	P76558	P76558	NADP-dependent malic enzyme	maeB	4579	+	+
30.3664875	30.23441696	30.30155182	29.10323524	29.24045372	29.03608513				18	18	18	75.4	75.4	75.4	38.832	6.85E-125	5914700000	-1.174227397	29.71370506	-12.93476871	7.50E-07	3.08E-05	6.629871687	6.12509086	4.511575716	Q46851	Q46851	L-glyceraldehyde 3-phosphate reductase	gpr	5097	+	+
30.61944008	30.70651054	30.52424622	29.37287903	29.37041092	29.56256866				8	8	8	52.6	52.6	52.6	26.892	7.33E-74	4394500000	-1.181446075	30.02600924	-12.68983032	8.75E-07	3.08E-05	6.474313211	6.058189871	4.511575716	P0AFP6	P0AFP6	UPF0135 protein ybgI	ybgI	3015	+	+
30.5001297	30.58393288	30.58393288	29.50014496	29.2375412	29.36118507				12	12	12	48.4	48.4	48.4	40.146	8.06E-81	6907900000	-1.189708074	29.96114445	-12.8226901	8.04E-07	3.08E-05	6.559089449	6.094623069	4.511575716	P27248	P27248	Aminomethyltransferase	gcvT	3535	+	+
29.68288422	29.71255493	29.73296165	28.53352356	28.53794479	28.45072937				14	14	14	60.6	60.6	60.6	32.942	2.66E-74	3109500000	-1.202067693	29.10843309	-14.02799841	3.89E-07	3.08E-05	7.286941638	6.4102036	4.511575716	P0AEP3	P0AEP3	UTP--glucose-1-phosphate uridylyltransferase	galU	2931	+	+
31.19733238	31.17504692	31.17112541	29.8449173	30.03347969	30.05708885				23	23	23	47.3	47.3	47.3	68.446	1.53E-150	9203300000	-1.202672958	30.57983176	-14.34687221	3.24E-07	3.08E-05	7.467878014	6.489502228	4.511575716	P05804	P05804	Beta-glucuronidase	uidA	2132	+	+
29.48044968	29.37041092	29.54727364	28.21345711	28.23102188	28.34349251				28	28	28	59.5	59.5	59.5	66.253	1.10E-133	3364900000	-1.203387578	28.86435095	-12.38566943	1.06E-06	3.08E-05	6.276595612	5.973457906	4.511575716	P0ACD8	P0ACD8	Hydrogenase-1 large chain	hyaB	2773	+	+
29.93006325	30.0162487	29.87630272	28.74582863	28.81038666	28.64856911				10	10	10	52.9	52.9	52.9	23.104	1.22E-43	4298700000	-1.205943425	29.33789984	-13.26694709	6.11E-07	3.08E-05	6.835804815	6.213993838	4.511575716	P0AEG4	P0AEG4	Thiol:disulfide interchange protein DsbA	dsbA	2912	+	+
30.26774979	30.43892479	30.35088921	29.28655052	29.03608513	29.09989738				11	11	11	56.7	56.7	56.7	34.623	2.88E-89	6118200000	-1.211676915	29.7466828	-12.34910882	1.09E-06	3.08E-05	6.252481987	5.963146202	4.511575716	P0A9P4	P0A9P4	Thioredoxin reductase	trxB	2597	+	+
31.89500999	31.67052078	31.65098381	30.50386238	30.61944008	30.43082809				18	18	18	61.9	61.9	61.9	52.022	1.42E-135	12294000000	-1.220794678	31.12844086	-13.06358813	6.92E-07	3.08E-05	6.710409793	6.159813019	4.511575716	P0ADG7	P0ADG7	Inosine-5-monophosphate dehydrogenase	guaB	2843	+	+
30.35565567	30.15626717	30.3180542	29.06097412	29.10668564	28.96515083				20	20	20	53.1	53.1	53.1	51.542	3.28E-113	4216800000	-1.232388814	29.6604646	-13.35850799	5.78E-07	3.08E-05	6.891577399	6.238140087	4.511575716	P0AB89	P0AB89	Adenylosuccinate lyase	purB	2693	+	+
30.79177856	30.75415611	30.72080612	29.36753845	29.51476097	29.68123817				13	13	13	88	88	88	20.815	4.70E-117	7632300000	-1.234401067	30.13837973	-12.73362723	8.51E-07	3.08E-05	6.502364641	6.070238233	4.511575716	P63224	P63224	Phosphoheptose isomerase	gmhA	4362	+	+
29.90528488	29.97050095	29.92622948	28.70666504	28.75870132	28.62187195				20	20	20	68.2	68.2	68.2	47.207	3.71E-131	4106300000	-1.238258998	29.3148756	-14.39933522	3.14E-07	3.08E-05	7.497209374	6.502391933	4.511575716	P07650	P07650	Thymidine phosphorylase	deoA	2196	+	+
30.46178055	30.30841637	30.26210213	29.14366913	29.0461998	29.12742424				15	15	15	52.6	52.6	52.6	45.955	9.34E-108	5057200000	-1.238335292	29.72493203	-13.86381614	4.28E-07	3.08E-05	7.191962604	6.368720643	4.511575716	P0A855	P0A855	Protein TolB	tolB	2458	+	+
30.04442024	30.21541405	30.06272125	28.81038666	28.90925026	28.84513855				22	21	21	52.3	50.9	50.9	55.704	2.38E-93	3971700000	-1.252593358	29.48122183	-14.02681679	3.89E-07	3.08E-05	7.28626254	6.409906653	4.511575716	P0AC53	P0AC53	Glucose-6-phosphate 1-dehydrogenase;Extracellular death factor	zwf	2755	+	+
30.97568893	30.97568893	30.84346962	29.6441803	29.5514164	29.83372879				24	24	24	74.4	74.4	74.4	51.903	1.93E-129	7195900000	-1.255174001	30.30402883	-13.00163499	7.19E-07	3.08E-05	6.671784799	6.143153353	4.511575716	P0A9C5	P0A9C5	Glutamine synthetase	glnA	2566	+	+
29.53355217	29.60434151	29.58120346	28.29939079	28.36099625	28.25754738				26	26	26	38.8	38.8	38.8	90.552	1.39E-111	3099200000	-1.26705424	28.93950526	-14.29556542	3.34E-07	3.08E-05	7.439074796	6.476854173	4.511575716	P0A940	P0A940	Outer membrane protein assembly factor BamA	bamA	2547	+	+
29.42618942	29.54164505	29.51029968	28.09308243	28.26502991	28.30265999				11	11	11	55.6	55.6	55.6	27.353	2.74E-53	2404600000	-1.272453944	28.85648441	-12.75806209	8.38E-07	3.08E-05	6.517969831	6.076943774	4.511575716	P0AA16	P0AA16	Transcriptional regulatory protein OmpR	ompR	2622	+	+
29.97050095	29.75167465	29.8793602	28.65927887	28.63807106	28.44437218				10	10	10	47.6	47.6	47.6	18.887	1.07E-33	3181200000	-1.286604563	29.22387632	-12.40120298	1.05E-06	3.08E-05	6.286817936	5.977830707	4.511575716	P0ACJ0;REV__Q6PCE3	P0ACJ0	Leucine-responsive regulatory protein	lrp	2783	+	+
29.32264709	29.45336723	29.2375412	28.05754089	28.05754089	27.97514534				11	11	11	52.9	52.9	52.9	36.684	2.43E-71	2453200000	-1.307776133	28.68396378	-13.04887581	6.98E-07	3.08E-05	6.701255392	6.155863319	4.511575716	P76142	P76142	Autoinducer 2-binding protein lsrB	lsrB	4528	+	+
30.09646606	30.09024048	30.30155182	28.79958725	28.83106995	28.89183807				19	19	19	52.6	52.6	52.6	51.05	7.55E-96	3945500000	-1.321921031	29.50179227	-14.10389464	3.72E-07	3.08E-05	7.330425708	6.429228164	4.511575716	P76658	P76658	Bifunctional protein HldE;D-beta-D-heptose 7-phosphate kinase;D-beta-D-heptose 1-phosphate adenosyltransferase	hldE	4587	+	+
30.04042625	30.11070824	30.07822227	28.68410492	28.64453506	28.92651176				26	26	26	44	44	44	89.223	2.25E-126	3757000000	-1.324735006	29.41408475	-13.13314853	6.63E-07	3.08E-05	6.753540569	6.178432384	4.511575716	Q47146	Q47146	Acyl-coenzyme A dehydrogenase	fadE	5107	+	+
29.35808945	29.25559807	29.2586441	28.00571823	27.89633751	27.97386932				5	5	5	52.8	52.8	52.8	18.975	1.17E-50	1575900000	-1.332135518	28.62470945	-14.04101073	3.86E-07	3.08E-05	7.294415733	6.413472098	4.511575716	P0AGE0	P0AGE0	Single-stranded DNA-binding protein	ssb	3068	+	+
