LFQ.intensity.H1	LFQ.intensity.H2	LFQ.intensity.H3	LFQ.intensity.L1	LFQ.intensity.L2	LFQ.intensity.L3	Only.identified.by.site	Reverse	Potential.contaminant	Peptides	Razor...unique.peptides	Unique.peptides	Sequence.coverage....	Unique...razor.sequence.coverage....	Unique.sequence.coverage....	Mol..weight..kDa.	PEP	Intensity	H_vs_L_logFC	H_vs_L_AveExpr	H_vs_L_t	H_vs_L_P.Value	H_vs_L_adj.P.Val	H_vs_L_B	H_vs_L_-log(P.Value)	H_vs_L_-log(adj.P.Val)	Protein.IDs	Majority.protein.IDs	Protein.names	Gene.names	id	H_vs_L_Valid	H_vs_L_Significant
22.0616436004639	22.0932312011719	21.732873916626	22.4632873535156	22.9333896636963	22.7378711700439				3	3	3	2.9	2.9	2.9	154.06	1.989E-14	47771000	0.750290644301717	22.3368937817221	2.59634098666348	0.0296949862398527	0.045269279722293	-4.37253099186032	1.52731687163153	1.34419641549198	A3KN83-3;A3KN83-2;A3KN83;F8W8H8;A3KN83-4;Q9Y2G9-3;Q9Y2G9	A3KN83-3;A3KN83-2;A3KN83;F8W8H8;A3KN83-4	Protein strawberry notch homolog 1	SBNO1	23	+	
24.9156112670898	24.5039730072021	24.6671981811523	24.9169330596924	24.9710578918457	24.933235168457				9	9	6	30.7	30.7	20.9	42.932	4.6961E-28	250910000	0.246061521649978	24.8180400601158	1.29140345212981	0.229810246490778	0.272571456664797	-6.28684359288534	0.63863061143887	0.564519624884357	A4D1E9;C9J8R7;C9JNI1;A4D1E9-2	A4D1E9;C9J8R7;C9JNI1;A4D1E9-2	GTP-binding protein 10	GTPBP10	24	+	
25.068826675415	24.9246997833252	24.704984664917	25.6638641357422	25.5520668029785	25.4599208831787				17	17	17	9.6	9.6	9.6	266.38	2.1799E-73	189390000	0.660616548275026	25.2289763265575	3.86072694613386	0.00409489312834848	0.00858765466070196	-2.34208449514684	2.38775742830507	2.06612542836796	A5YKK6-2;A5YKK6;F8WA87;A5YKK6-3;B5MDN3;B3KPW6;A5YKK6-4;H3BMZ2;F5H1F4;H3BVC9;H3BNB1	A5YKK6-2;A5YKK6;F8WA87;A5YKK6-3;B5MDN3;B3KPW6;A5YKK6-4	CCR4-NOT transcription complex subunit 1	CNOT1	30	+	
22.9254970550537	22.9507904052734	21.821159362793	23.8317108154297	23.7671890258789	23.2353210449219				6	6	6	8.3	8.3	8.3	105.29	2.0532E-18	88400000	1.04750742160692	23.0881043503897	2.94331480075227	0.0169954129318214	0.0282716521872344	-3.81015044523736	1.76966827904604	1.54864881072405	A6H8Z3;Q15042;C9J837	A6H8Z3;Q15042;C9J837	Rab3 GTPase-activating protein catalytic subunit	RAB3GAP1	31	+	+
23.090970993042	23.6883792877197	23.4712238311768	23.9400196075439	24.213191986084	23.4078197479248				4	4	4	5.4	5.4	5.4	87.687	1.2629E-15	120710000	0.437789952934153	23.6351229338527	1.52006087935446	0.163961984979377	0.20154929408848	-5.9973056764047	0.785256832607476	0.695618718592621	O14639;Q5T6N4;A6NCD9;O14639-4;O14639-3;O14639-5;Q5JVV3;H0Y3K7;F8WAB1;Q5T6N2;F8WAB0;O14639-2;F8W8M4;A6NKJ2	O14639;Q5T6N4;A6NCD9;O14639-4;O14639-3;O14639-5;Q5JVV3;H0Y3K7;F8WAB1;Q5T6N2;F8WAB0;O14639-2;F8W8M4;A6NKJ2	Actin-binding LIM protein 1	ABLIM1	32	+	
24.1013336181641	24.5918922424316	24.1187019348145	24.7589302062988	24.985897064209	24.8565235137939				6	6	6	18.2	18.2	18.2	50.624	1.7272E-27	141630000	0.597972216129655	24.5687488318476	2.90237055952606	0.0181457021283055	0.0298773645315	-3.87664679605497	1.74122622258334	1.52465771408242	A8MU28;Q13564-2;Q13564;A6NCK0;H3BMR3	A8MU28;Q13564-2;Q13564;A6NCK0	NEDD8-activating enzyme E1 regulatory subunit	NAE1	34	+	
21.9840545654297	22.5691795349121	21.4783267974854	22.214542388916	22.3426971435547	21.3924160003662				3	3	3	11.8	11.8	11.8	40.577	2.0922E-10	59169000	-0.0257630943285463	21.9963441629929	-0.0653068302101634	0.949405349516716	0.955100905374453	-7.1292235260949	0.0225483255362966	0.0199507432515098	A6NCU2;B7Z227;A6NHW8;Q8N5Y2-2;Q8N5Y2-3;Q8N5Y2;A6NLU8;H7BYE4;C9JKR8;P0C860	A6NCU2;B7Z227;A6NHW8;Q8N5Y2-2;Q8N5Y2-3;Q8N5Y2;A6NLU8	Male-specific lethal 3 homolog	MSL3	35	+	
26.1009521484375	26.0973606109619	25.8605785369873	25.6985607147217	26.3693618774414	26.5011653900146				5	5	5	20.6	20.6	20.6	34.006	9.2548E-19	349910000	0.171639051727588	26.104603916531	0.784554959306045	0.453541708706113	0.50125268693502	-6.80219584238665	0.343382768079098	0.299943286355951	A6NDG6;H3BV17	A6NDG6	Phosphoglycolate phosphatase	PGP	39	+	
22.869421005249	23.3617191314697	22.3840312957764	26.0621490478516	23.8668403625488	22.9882736206055				5	5	5	14.3	14.3	14.3	93.231	2.7085E-44	120770000	1.43572663291388	23.5883403270679	1.9667129683857	0.0884065892610917	0.116380654945157	-5.38137494493044	1.05351536425069	0.934119203094943	A6NF48;Q9Y2X9;F5H1Z5	A6NF48;Q9Y2X9;F5H1Z5	Zinc finger protein 281	ZNF281	47	+	
27.5056705474854	27.0137176513672	27.4505748748779	28.3577079772949	28.4332065582275	28.1993846893311				7	7	7	29.2	29.2	29.2	24.327	1.541E-27	1051700000	1.00791105028855	27.8268257893783	6.13203419125033	0.000198194747490184	0.0008053393281055	0.848077688471306	3.70290785926677	3.09402109196413	Q9UKK9;A6NFX8;A6NJU6;A6NHE8;H0YEY4;A6NCQ0	Q9UKK9;A6NFX8;A6NJU6;A6NHE8	ADP-sugar pyrophosphatase	NUDT5	48	+	+
23.8015384674072	24.0460186004639	23.8204574584961	24.657527923584	24.4366340637207	24.5068206787109				3	3	3	12.1	12.1	12.1	25.807	1.6027E-12	121560000	0.645754756702136	24.2114877772386	3.19013630635778	0.0114851265534449	0.0202815519534305	-3.40992841654256	1.93986421499573	1.69289881565908	A6NG10;Q969T9;E7EX86;B4DFG2;B4DV07	A6NG10;Q969T9;E7EX86;B4DFG2;B4DV07	WW domain-binding protein 2	WBP2	49	+	
23.7341747283936	24.3784198760986	24.1201286315918	24.3563556671143	24.5983257293701	24.1669883728027				4	4	4	13.5	13.5	13.5	48.959	1.0308E-22	90032000	0.297477949209728	24.2256443081232	1.23952174116916	0.247538504460503	0.292405277552911	-6.34820454566877	0.606357237239148	0.534014793166219	A6NG79;E9PGC6;Q92733;H0YE12;H0Y679	A6NG79;E9PGC6;Q92733	Proline-rich protein PRCC	PRCC	51	+	
22.5540542602539	21.8674049377441	21.7574672698975	21.4418716430664	21.4458675384521	21.5805854797363				3	3	3	3.1	3.1	3.1	151.08	1.1541E-09	27698000	-0.568768792825484	21.7744597879822	-1.69146898828804	0.126158068688865	0.159249907204241	-5.7626054735713	0.899084968095363	0.797920812058217	Q14202-2;Q14202;A6NHB5;A6NHN7;Q14202-3;A6NL54	Q14202-2;Q14202;A6NHB5;A6NHN7	Zinc finger MYM-type protein 3	ZMYM3	53	+	
27.3442649841309	27.436824798584	27.4034881591797	27.9239406585693	27.9025955200195	27.7691326141357				35	35	35	19	19	19	215.74	2.3524E-124	1199100000	0.471770917024291	27.6300479401698	4.11096049102795	0.00282902432604055	0.00635473779574281	-1.95547156260886	2.54836331814225	2.19690236426202	A6NHR9-2;A6NHR9;A6NHR9-3	A6NHR9-2;A6NHR9	Structural maintenance of chromosomes flexible hinge domain-containing protein 1	SMCHD1	55	+	
27.0718364715576	27.184139251709	27.4214973449707	27.7454776763916	27.5600509643555	27.4894542694092				9	9	8	30.3	30.3	27.4	44.179	5.1791E-31	994710000	0.373709787938438	27.4122071245258	2.45657147740859	0.0372246291375421	0.0549050686873084	-4.59715509417207	1.42916962035406	1.26038756080826	P63092-3;P63092-2;P63092;A6NI00;Q5JWF2-2;Q5JWF2;P38405;P38405-2;Q5JWE9;H0Y7F4;F5H3J6;B7ZA26	P63092-3;P63092-2;P63092;A6NI00;Q5JWF2-2;Q5JWF2	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short;Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas	GNAS	56	+	
23.5066394805908	22.848331451416	23.7812671661377	24.371789932251	23.2795181274414	23.6706600189209				4	4	4	13.4	13.4	13.4	49.095	8.3589E-21	73327000	0.396080426157084	23.5767935873998	1.06303239798785	0.316375948955152	0.36290427188752	-6.54325475428252	0.499796539185351	0.440207919519869	Q5JRG1;Q9BVL2-2;C9JDH3;H7BYF2;H7BXQ4;A6NI12;Q9BVL2	Q5JRG1;Q9BVL2-2;C9JDH3;H7BYF2;H7BXQ4;A6NI12;Q9BVL2	Nucleoporin p58/p45	NUPL1	57	+	
24.5590000152588	24.7840671539307	23.6424026489258	24.8681125640869	24.8569507598877	24.4249591827393				4	4	4	14.9	14.9	14.9	33.321	8.6563E-23	173840000	0.390173560463772	24.522102447714	1.31996717890858	0.22051200339228	0.262686430270585	-6.25233493663553	0.65656776508437	0.580562361210195	A6NJ11;Q92890;Q92890-1;C9JS35;A8MW31;C9IZG3;C9J6N9	A6NJ11;Q92890;Q92890-1;C9JS35;A8MW31;C9IZG3	Ubiquitin fusion degradation protein 1 homolog	UFD1L	61	+	
22.4674968719482	22.1750545501709	22.0280323028564	22.3535060882568	22.340145111084	21.7577610015869				4	4	4	13.3	13.3	13.3	46.121	8.2151E-16	26041000	-0.0719234812468486	22.1868227881648	-0.230560086436587	0.82298545836267	0.84587850034447	-7.10222798548554	0.0846078384312832	0.0726920133432402	A6NJ78;A6NJ78-2;P0C7V9;A6NJ78-4	A6NJ78;A6NJ78-2	Probable methyltransferase-like protein 15	METTL15	62	+	
26.1435928344727	26.0118846893311	26.5458660125732	26.7375049591064	26.4575901031494	26.8120098114014				9	9	9	24.4	24.4	24.4	52.385	1.3682E-39	633580000	0.436388149588353	26.451710192038	2.16845385193712	0.0592736624916824	0.0822773538566492	-5.0522779548418	1.22713823708044	1.08471968421036	A6NJA2;B7Z4N8;P54578	A6NJA2;B7Z4N8;P54578	Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolase 14	USP14	63	+	
24.1274681091309	24.4626388549805	21.372278213501	23.7022914886475	23.4626388549805	23.6671981811523				3	3	3	29.4	29.4	29.4	17.781	1.6619E-10	52718000	0.293622988101841	23.4646272661862	0.399436153822839	0.700955428427187	0.734831850911886	-7.04246818773027	0.154309596589035	0.133812027685383	Q16540;A6NJD9;A8MVT4;A8MYK1;H7C2P7	Q16540;A6NJD9;A8MVT4;A8MYK1;H7C2P7	39S ribosomal protein L23, mitochondrial	MRPL23	65	+	
26.0908756256104	25.8674049377441	26.006929397583	26.324333190918	26.7831935882568	26.5834808349609				11	11	11	11.3	11.3	11.3	123.93	8.6558E-51	715370000	0.57648698780574	26.2760525980734	3.49234305317629	0.00716732703012833	0.0136163598480869	-2.92393608034402	2.14464277913031	1.865938979735	Q76FK4-2;Q76FK4-4;A6NJK7;Q76FK4;F8WE42;F5H101;Q76FK4-3;F5GWN9;F5H540;F5H797;F5H692;F5H8B8;F5H7D5;F5H532;F5H0I5	Q76FK4-2;Q76FK4-4;A6NJK7;Q76FK4;F8WE42;F5H101;Q76FK4-3	Nucleolar protein 8	NOL8	66	+	
26.7906684875488	27.1332015991211	26.6704711914063	27.2670478820801	27.2072277069092	26.9145622253418				17	17	17	25.6	25.6	25.6	92.547	5.4981E-72	891060000	0.266436419599813	26.9970285134472	1.724365320071	0.119882812307754	0.152032885881852	-5.71608334287815	0.92124307757647	0.818062460658918	Q8WTT2;A6NJZ9;F5H677	Q8WTT2;A6NJZ9;F5H677	Nucleolar complex protein 3 homolog	NOC3L	68	+	
24.1788120269775	24.0994091033936	23.8835296630859	24.5171928405762	24.5895519256592	24.9993362426758				7	6	6	18.8	16.4	16.4	51.812	5.4315E-37	179150000	0.649725328778462	24.3779828298759	2.95714932580329	0.0166239243204943	0.0277595978695347	-3.78768366157481	1.77926644688426	1.55658682943862	Q13596-2;A6NKH4;Q13596;H0Y2M5;H0YK42;H0YK43;H0YKD5;H0YKL5;H0YK58	Q13596-2;A6NKH4;Q13596;H0Y2M5;H0YK42	Sorting nexin-1	SNX1	70	+	
22.0448684692383	22.1019096374512	22.2162895202637	22.7543811798096	22.5870342254639	22.9558696746826				4	4	4	30.4	30.4	30.4	19.454	3.6612E-13	61341000	0.645955804746354	22.4435465547513	2.29210952364004	0.0485615561215069	0.0690343608378775	-4.85858022926656	1.31370740504327	1.16093469175717	A6NLT0;Q9Y3B7;Q9Y3B7-2;E9PQB6;H0YCD5	A6NLT0;Q9Y3B7;Q9Y3B7-2;E9PQB6	39S ribosomal protein L11, mitochondrial	MRPL11	73	+	
25.1367664337158	25.1691703796387	25.1260890960693	25.9631404876709	25.6148166656494	25.7529735565186				5	5	5	37.1	37.1	37.1	15.079	5.5739E-27	395460000	0.634398897587285	25.460546770996	3.75947498128481	0.00476754419025158	0.0097406244936724	-2.50061182465053	2.32170527279827	2.01141319861814	E1B6W5;P22307-2;B4DHP6;A6NM69;C9JC79;P22307;H0YF61	E1B6W5;P22307-2;B4DHP6;A6NM69;C9JC79;P22307	Non-specific lipid-transfer protein	SCP2	74	+	
25.0338478088379	24.0529975891113	24.1847267150879	24.9122333526611	25.024284362793	25.235860824585				8	8	8	6.2	6.2	6.2	165.91	9.7344E-23	169040000	0.635086468702163	24.7406699434224	2.2845374885155	0.0491588917748697	0.06974707716838	-4.87052044852701	1.30839791629583	1.15647398728363	P09884;A6NMQ1	P09884;A6NMQ1	DNA polymerase alpha catalytic subunit;DNA polymerase	POLA1	77	+	
25.9565086364746	25.8637237548828	25.8396377563477	26.1560535430908	26.612455368042	26.2802085876465				17	17	16	27.5	27.5	26.4	72.423	7.9955E-61	549980000	0.464214743108396	26.1180378200244	2.91093098908292	0.0178987604230627	0.0294931848523508	-3.86274392749659	1.74717704500138	1.53027832717293	E9PGK1;A6NN80;P08133;B7Z582;E5RK69;E7EMC6;E5RK63;E5RJF5;E5RI05;E5RFF0;H0YC77;E5RJR0;REV__Q9Y2G3	E9PGK1;A6NN80;P08133;B7Z582;E5RK69;E7EMC6	Annexin;Annexin A6	ANXA6	80	+	
26.434741973877	26.9272785186768	27.0642490386963	27.6297874450684	27.6925868988037	27.5443630218506				25	25	25	18	18	18	209.02	1.5299E-89	872220000	0.814640069459518	27.2156200170262	4.46013298480913	0.00171402511252985	0.00430233131297071	-1.42949335921421	2.7659828194296	2.36629614860811	A6NNK5;Q12888;F8VY86;Q12888-2;H7BZY0;C9JXV0;H7C3N7;H7C495	A6NNK5;Q12888;F8VY86;Q12888-2	Tumor suppressor p53-binding protein 1	TP53BP1	82	+	
26.2983455657959	26.0371417999268	26.1614265441895	27.4816226959229	26.6988258361816	26.5464706420898				5	5	5	20.4	20.4	20.4	33.467	3.0322E-30	628580000	0.744669861488262	26.5373535987779	3.09746655821067	0.0132972448627883	0.0229516973878689	-3.55998476002453	1.87623833383281	1.63918519078354	Q15257-3;Q15257-2;A6PVN5;Q15257;B7ZBQ0;Q68CR8;Q15257-4;A6PVN9;B4DZF8;B7ZBP9;B7ZBP7;B4DDQ6;H0Y6E5;A6PVN7;A6PVN8;C9IZ76;A6PVN6;Q5T949;Q5T948	Q15257-3;Q15257-2;A6PVN5;Q15257;B7ZBQ0;Q68CR8;Q15257-4;A6PVN9;B4DZF8	Serine/threonine-protein phosphatase 2A activator	PPP2R4;DKFZp781M17165	84	+	
23.4633865356445	24.022253036499	23.8936538696289	24.3978042602539	24.8553352355957	25.1437873840332				4	4	4	20.6	20.6	20.6	40.594	2.059E-30	95643000	1.00721289384605	24.2961267258932	3.75578379779735	0.00479417623139991	0.00978128608746075	-2.50641233719335	2.31928600557191	2.0096040384674	Q15906;A6PW55	Q15906;A6PW55	Vacuolar protein sorting-associated protein 72 homolog	VPS72	85	+	+
24.3587055206299	24.4673728942871	23.7901458740234	24.3574981689453	24.4422779083252	23.963493347168				6	6	4	16.8	16.8	13.2	56.052	6.6808E-20	127310000	0.0506222407214061	24.2295926012171	0.207589507256981	0.840326078570904	0.861839999930002	-7.10777255867741	0.0755521584088145	0.0645733531975939	Q99755-2;Q99755-4;Q99755-3;A6PW57;Q99755;O60331-4;O60331;O60331-2;O60331-3;A6PW58;A2A5X0;B4DY52;F2Z3N1;B4DIG7;O14986;O14986-2	Q99755-2;Q99755-4;Q99755-3;A6PW57;Q99755	Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha	PIP5K1A	86	+	
30.3334083557129	30.0729103088379	30.411449432373	30.9823703765869	30.9971199035645	31.1340599060059				17	17	17	43.9	43.9	43.9	53.248	2.204E-117	7099500000	0.766706383656992	30.6553908055452	5.78737868236831	0.000299597105132633	0.00110417867994783	0.411386518400736	3.52346238733772	2.95696064269706	Q9ULV4;A7MAP0;B4E3S0;H0YHL7;F8W1H8;F8VUX3;F8VSA4;F8VRE9;F8VTT6;F8VVB7;F8VV53;B3KRY9;Q6QEF8-4;Q6QEF8-3;Q6QEF8-2;Q6QEF8-5;Q6QEF8;F8W759	Q9ULV4;A7MAP0;B4E3S0	Coronin-1C	CORO1C	88	+	
27.001314163208	26.3115005493164	26.2109279632568	27.0823307037354	26.8991985321045	26.6504783630371				16	8	6	25.2	13.4	10.1	68.563	6.4933E-82	692330000	0.370974520723674	26.6924980821529	1.70501401822107	0.123538548009593	0.156350673242911	-5.74350367431722	0.908197507378502	0.805900244353561	P35241;A7YIJ8;F5H1A7;H7BZI4;H0YE16;A7YIK3;A7YIK0	P35241;A7YIJ8;F5H1A7;H7BZI4	Radixin	RDX	89	+	
23.4293079376221	22.4240627288818	22.7345886230469	22.27880859375	23.2531642913818	22.8720741271973				3	3	3	7.1	7.1	7.1	99.133	1.1364E-15	73494000	-0.0603175601123525	22.8319402499345	-0.162086419169076	0.874938817941308	0.891059939602615	-7.11705383775799	0.0580223149313773	0.0500930809652516	A8CG34-2;A8CG34;C9JFL1;A6NF01;Q96HA1-2;Q96HA1-3;A8MXF9;Q96HA1	A8CG34-2;A8CG34	Nuclear envelope pore membrane protein POM 121C	POM121C	90	+	
